,index,image_link,group_id,entity_name,OCR Text,prediction
33937,33977,https://m.media-amazon.com/images/I/51ENQpBoqVL.jpg,722930,depth,13.8CM 2.0CM 2.8CM,The depth of the object in the image is 2.8 cm.
33954,33994,https://m.media-amazon.com/images/I/51EOmOcu5LS.jpg,758128,depth,"Sun Protection cm aktive garden 120 8.5 aktive 18,5","The depth of the object in the image is 18.5 centimeters, as indicated by the measurement on the right side of the box."
34055,34096,https://m.media-amazon.com/images/I/51EWsqF64oS.jpg,208023,depth,6.5 in LAURA ASHLEY 5 in fits 4x6photo,5 in
34126,34167,https://m.media-amazon.com/images/I/51EcTFuhb8L.jpg,810266,depth,11.9 CM 6 CM,6 cm
34291,34332,https://m.media-amazon.com/images/I/51EptgoNQCL.jpg,571756,depth,Compact Size. Easy to Install 18' 15',"15"""
34307,34348,https://m.media-amazon.com/images/I/51EqpgckQKL.jpg,681445,depth,3.1 Inch /8 CM Properly Sized Opening 10 Inch 25 CM Ribbed Design,"The depth of the object, as indicated in the image, is 3.1 inches or 8 centimeters. This measurement refers to the height from the base to the top of the vase's opening."
34362,34403,https://m.media-amazon.com/images/I/51Eub23iLdL.jpg,526954,depth,1.5X3X 20mm 12mm 6mm Positive Lens Moon Lens Zenital Finderscope Eyepieces,20mm
34628,34669,https://m.media-amazon.com/images/I/51FBdyl6vdL.jpg,945489,depth,Size 14.2CM 4CM,4CM
34665,34706,https://m.media-amazon.com/images/I/51FE+gd--gL.jpg,208023,depth,8in LAURA ASHLEY I - 6 in fits 4x6 photo,6 in
34705,34746,https://m.media-amazon.com/images/I/51FGZultpPL.jpg,945489,depth,Neck finish 24-400 Height 4.447 in Label size 2.362x5.708 in Diameter 1.929 in TheBottleDepot,"The depth of the object in the image is not directly provided with units. However, it can be inferred from the label size dimensions given as ""2.362 x 5.708 in,"" which likely includes both the height and the diameter. Since the diameter is given as 1.929 inches, we can deduce that the depth (height) would be approximately half of the diameter for a cylindrical container like this bottle. Therefore, the depth or height of the object could be estimated to be around 0.9645 inches, but without explicit measurements for the depth, this remains an estimation based on the typical proportions of such containers."
34734,34775,https://m.media-amazon.com/images/I/51FId1AP-ZL.jpg,488883,depth,Dia.32 18,"18"""
34793,34834,https://m.media-amazon.com/images/I/51FM4h+DanL.jpg,245652,depth,L11.6cm H:11cm HYUNDAI 3510: W:9.5cm N.W:351g,"The depth of the object, as indicated by the measurement provided in the image, is 9.5 centimeters (cm)."
34807,34848,https://m.media-amazon.com/images/I/51FMe8F+tNL.jpg,849273,depth,31 CM 40 CM,"The depth of the object, as indicated by the measurement provided in the image, is 31 cm."
34847,34888,https://m.media-amazon.com/images/I/51FQ6zgahaL.jpg,362818,depth,18.5CM LEMON PYY 4CM 24 CM,14CM
34996,35038,https://m.media-amazon.com/images/I/51FcW8500sL.jpg,208023,depth,6.97 In 8.15 In Art Frame Mockup 6.18n,6.18 In
35052,35094,https://m.media-amazon.com/images/I/51FgrtzQH-L.jpg,507467,depth,COAST.KL10 2.5 IN,2.5 IN
35056,35098,https://m.media-amazon.com/images/I/51Fh+M6cN9L.jpg,130202,depth,6' 9' IM TM& DC Comics. (619),"The depth of the object in the image is 0.25 inches, as indicated by the measurement ""6''"" which likely stands for 6 inches."
35067,35109,https://m.media-amazon.com/images/I/51Fi7lzBPsL.jpg,648011,depth,T8 EVG KVG VVG TUBE AC100-277V50-60Hz 24W6500KCRI:82RA Compatible With Ballast,24 mm
35142,35184,https://m.media-amazon.com/images/I/51FnS4xaJuL.jpg,658892,depth,13.8 2.7,"The depth of the object, which is the bowl part of the spoon, is 2.7 inches."
35221,35263,https://m.media-amazon.com/images/I/51FsU4o495L.jpg,558832,depth,2.2 in 2.2 100pcs 5 Vurp Irwrr 10pcs,2.2 in
35245,35287,https://m.media-amazon.com/images/I/51FuHRu7R2L.jpg,943839,depth,makita 4-5Z,"The depth of the saw blade in the image cannot be determined with precision as there is no reference for scale. However, if we consider the typical thickness of a saw blade and compare it to the width of the blade visible in the image, we can make an educated guess. A standard saw blade might have a thickness ranging from 0.1 to 0.3 inches (2.5 to 7.6 mm). Without a clear reference or measurement tool, providing an exact value would be speculative. Therefore, based on visual estimation alone, the depth could range approximately within this common thickness range, but without additional information, we cannot provide a precise numerical answer."
35289,35331,https://m.media-amazon.com/images/I/51FyAbDGvCL.jpg,810266,depth,11.9 CM 6 CM,6 cm
35387,35429,https://m.media-amazon.com/images/I/51G2YzTtnlL.jpg,658003,depth,"2 revoluciones por minuto, Capacidad de carga max.3KG 4 revoluciones por minuto, Capacidad de carga max.2.5kG 6 revoluciones por minuto, Capacidad de carga max.2KG 35MM R/L SR ASA IN 5V 138MM","The depth of the object, as indicated in the image, is 138 millimeters."
35404,35446,https://m.media-amazon.com/images/I/51G4DXmtfTL.jpg,658892,depth,7cm 32cm Weight:86gms,The depth of the object in the image is 7 cm.
35426,35468,https://m.media-amazon.com/images/I/51G50iKuCnL.jpg,347830,depth,11CM ASHAPOWER INNOVATING TOMORROW 32 CM O CHARGNGON ASHAPOWER RGE CONTROLLER-MULTIVOLTAGE RANG IN OJT 19 CM,19 CM
35613,35655,https://m.media-amazon.com/images/I/51GGNMtG5FL.jpg,757743,depth,"7.5"" 100% Recycled Paper 9.75"" Microperforated Pages for easy page removal","9.75"""
35621,35663,https://m.media-amazon.com/images/I/51GGw3Be1BL.jpg,558806,depth,4' A E M WILD 7.25 TM ONHL,The depth of the object in the image is 4 inches.
35682,35724,https://m.media-amazon.com/images/I/51GLJKbkUtL.jpg,558832,depth,Size 2.4x 4 Inch Colour Black Reusability Reusable,2.4 x 4 Inch
35997,36039,https://m.media-amazon.com/images/I/51Gm2hKII-L.jpg,549052,depth,Leckageloch-Design-Fugen Sie Hundefutter hinzu um Hunde effektiv zum Spielen anlocken 11.3CM 8.5CM,"The depth of the object, as indicated in the image, is 11.3 centimeters."
36152,36194,https://m.media-amazon.com/images/I/51Gvf5XzBCL.jpg,816782,depth,Rug Form Type Area Rug Size 2'x 8' Material Polyester,2 feet
36184,36226,https://m.media-amazon.com/images/I/51GzfPbLETL.jpg,943839,depth,44mm 13/4 BOSCH Vario HSS-Bimetal PVC 2608580416-879,44 mm
36239,36283,https://m.media-amazon.com/images/I/51H0eVkybhL.jpg,860821,depth,"Compact size 10.5CM 7.09CM 9:41 Tuesday,September 12 14CM 14.36CM","The depth of the object, which is the fan, is 14 centimeters."
36344,36388,https://m.media-amazon.com/images/I/51H9bN553cL.jpg,116155,depth,STANLEY. 16mm CHNROME 4-18-288 5/8(16mm) STANEET,"5/8"" (16mm)"
36420,36464,https://m.media-amazon.com/images/I/51HE7b7v9ZL.jpg,396159,depth,Size 12x12IN Color Large Grid white-12 Material Cotton,12IN
36445,36489,https://m.media-amazon.com/images/I/51HErX6zWuL.jpg,483370,depth,170g 28CM/11IN 10CM/4IN,"The depth of the object in the image is not directly measurable from the provided perspective. However, if we assume that the width and height measurements are representative of a three-dimensional object with symmetrical proportions, one could infer an estimate based on these dimensions. Since the object appears to be cylindrical or conical in shape, one might consider it as having a similar depth to its height for such shapes. Without additional information or a different angle showing the base of the object, providing an exact depth measurement cannot be accurately determined from this single viewpoint."
36508,36552,https://m.media-amazon.com/images/I/51HJ5ZG4CML.jpg,192915,depth,LINEA ARMADA 12CM - igoto 8 CM NOM iGOtO,8 cm
36823,36867,https://m.media-amazon.com/images/I/51HgiTUpEfL.jpg,514726,depth,King Size 40 in 20 in,"The depth of the object, which is likely a pillowcase given its shape and context, is 20 inches. This measurement is indicated on the right side of the image, where it is labeled ""King Size"" and ""20 in""."
36956,37000,https://m.media-amazon.com/images/I/51HqmKULDKL.jpg,358831,depth,9.8 DOUBLE THICKNESS 0.8,The depth of the object in the image is 0.8 inches.
37047,37091,https://m.media-amazon.com/images/I/51HxIyekUtS.jpg,149708,depth,18cm size 53cm (6pcs),"The depth of the object, as indicated by the measurement provided in the image, is 18 centimeters. This dimension refers to the length from one side of the base to the opposite side when the object is viewed from above or below, giving an idea of its three-dimensional form and how it might stand upright on a surface."
37214,37258,https://m.media-amazon.com/images/I/51I90fHYMlL.jpg,810266,depth,81/8 13.41oz 27/8,"2 7/8"""
37217,37261,https://m.media-amazon.com/images/I/51I9ZhEpHpL.jpg,810266,depth,MASCIC ERES DI WANG XIN 16.5CM IF HRS HOT LEAK VACUUM STEEL RESISTANT CAMP MUG CLASSIC VACUUM CAMP MUS 621aL MATERA KOILATOI 8 *8 12 SS O FREE COLD NCORS ICED NOORS STRINLESS STEEL VICEUR 9.5CM,9.5cm
37318,37362,https://m.media-amazon.com/images/I/51IF+QOtNVL.jpg,242256,depth,13in TRICK OR TREAT 18.5' in Halloween Small Garden Flag,"The depth of the object, which is a small garden flag, is indicated as 18.5 inches in the image. This measurement is provided alongside the height and width dimensions to give a comprehensive understanding of the object's size."
37329,37373,https://m.media-amazon.com/images/I/51IFDs0bW5L.jpg,944936,depth,"<Size> 2.64 Credit card 3.54 *Unit:Inch 12 cards are 3sheets per design 36 cards,36 envelopes,36 stickers It consists ofa set. goed GfterneeR /uck 8 8 sts wow NiCo happinturis it's wectend for nwalh happinm yet",The depth of the object in the image is 0.354 inches.
37542,37586,https://m.media-amazon.com/images/I/51IQY0NHO3S.jpg,894599,depth,3.6CM 10.2CM,3.6CM
37641,37685,https://m.media-amazon.com/images/I/51IYqoIAeVL.jpg,913156,depth,"Product Size height 1.2' diameter 11.4"" High quality metal tray, suitable for alloccasions",The depth of the object in the image is 1.2 inches.
37681,37725,https://m.media-amazon.com/images/I/51IcPJTh5aL.jpg,683885,depth,Decorative Matte Tulle QXPO 100% Polyester nternational TL2440BK 3048410827 MADE IN CHINA Matte Tulle Int XPOpMall,6 inches
37723,37767,https://m.media-amazon.com/images/I/51IfOuUiNvL.jpg,944936,depth,"Every Tree-Free 5""x 7""card comes with a matching ARTvelope!","The depth of the object in the image is not directly measurable from the provided perspective. However, if we consider the cards and envelopes as a flat stack, one could estimate the thickness by comparing it to the known dimensions of standard letter-sized paper (8.5 inches x 11 inches), which are approximately 0.1 inches thick when stacked. Therefore, without precise measurements or additional context, an approximate estimation would be that each card or envelope is roughly 0.1 inches thick."
37786,37830,https://m.media-amazon.com/images/I/51IjTVLkKuL.jpg,558806,depth,6.0inch 2.5inch Harpke,The depth of the object in the image is 2.5 inches.
37862,37906,https://m.media-amazon.com/images/I/51Ipe-ZuqsS.jpg,192915,depth,3.1' 4.9',3.1 inches
37906,37950,https://m.media-amazon.com/images/I/51IrulcWl8L.jpg,434825,depth,35 CM 26 CM,The depth of the object in the image is 26 cm.
37970,38014,https://m.media-amazon.com/images/I/51IwZjWg9wL.jpg,783898,depth,"E3D-030 SPELLBINDERS PAPER ARTS 3DEMBOSSINGFOLDER Create 3D Textured A2,Slimline, 5x7Cards &More 1Folder Leafy Dossier Feuillue 5.5 x8.5 in",5.5 x 8.5 in
38022,38066,https://m.media-amazon.com/images/I/51IzdY63ErL.jpg,916768,depth,Capacity: 1800ML Weight:474.5g 118MM 190MM,190MM
38159,38203,https://m.media-amazon.com/images/I/51J8Vy6cQML.jpg,916768,depth,"Leak-Proof 5.5"" BPA Free 7' Microwave 22 oz + 2x9 oz Safe","7"""
38190,38234,https://m.media-amazon.com/images/I/51JA29SciPS.jpg,210293,depth,aligarian aligarian aliga. aligarian alig aligakian Fian alig aligqrian gligarian alidgrian ali aligarian n aligarian aligdrian all angarian dig wian in aliggrian 5 aligdrian aligarian an aligarian an aligarian aligarian aligarian aligarian ian aligarian aligarian aligarian ian aligarian aligarian angarian rian aligarian aligarian aligarian iaarian. non,"3.5"""
38213,38257,https://m.media-amazon.com/images/I/51JBmhbpkFL.jpg,781426,depth,LENENZ TWIN HOSPITAL FITTED SHEETS SIZE:36'84x16 55%COTTON 45%POLYESTER PACKOF2,"The depth of the object, which is a stack of fitted sheets, cannot be determined precisely from the image provided. The perspective and angle at which the photo is taken do not allow for an accurate measurement of the sheet's depth. Typically, fitted sheets are designed to conform to the contours of a mattress, but without a reference or scale in the image, any attempt to quantify the depth would be speculative."
38325,38369,https://m.media-amazon.com/images/I/51JJlAVvfsL.jpg,241608,depth,47.5CM 36CM,36CM
38336,38380,https://m.media-amazon.com/images/I/51JK3+pCtBL.jpg,150535,depth,H13.50CM W20CM L20CM,The depth of the object in the image is 13.50 cm.
38399,38443,https://m.media-amazon.com/images/I/51JP-vU5pIL.jpg,816782,depth,15.74 in RELAX 23.62 in,15.74 inches
38508,38552,https://m.media-amazon.com/images/I/51JUxZm9ckL.jpg,711228,depth,21 cm 69 home 5 cm . Mahlgrad einstellbar von grob bis fein. 69 LED-Beleuchtung hone . Batterien nicht im Lieferumfang enthalten,The depth of the object in the image is 5 cm.
38688,38732,https://m.media-amazon.com/images/I/51JhrZBeZfL.jpg,968566,depth,GroBe 1.5x9cm Material Gummi Stil Gesichtsmaske,The depth of the object in the image is 9 cm.
38812,38856,https://m.media-amazon.com/images/I/51JpbWlEu+L.jpg,558806,depth,4.5CM 5CM 5CM 5CM 7.5CM 5CM,"The depth of the objects in the image, as indicated by the measurement provided next to each figure, is 5 centimeters. This measurement refers to the vertical dimension from the base of the stand to the top of the animal's head or body, which suggests that these are likely small decorative items or toys with a shallow depth."
38967,39011,https://m.media-amazon.com/images/I/51K-yDMXQIL.jpg,516127,depth,3.15 4.72 5.90,4.72 inches
39162,39206,https://m.media-amazon.com/images/I/51KCdYT4KpL.jpg,752266,depth,11.6in 0.98in 0.98in Super Slim Backlit Design,0.98in
39180,39224,https://m.media-amazon.com/images/I/51KEBcCYAiL.jpg,416664,depth,7.5CM OkEni 12CM @KEni EDP,7.5cm
39216,39260,https://m.media-amazon.com/images/I/51KGPgBTFfL.jpg,916768,depth,12 CM 18 CM 7 CM,"The depth of the object, which is the height of the glass canister, is indicated as 12 cm."
39367,39411,https://m.media-amazon.com/images/I/51KR1nsHdwL.jpg,173193,depth,CS DUCATI energia 416.10.37.. 43122 4 F5% 425V 10000h/cl.B M 55 mm 25/85/21 SO 50-60Hz # EN 60252-1/A1 Made in Romania 25 mm,55 mm
39409,39453,https://m.media-amazon.com/images/I/51KU+J5n7aS.jpg,119607,depth,Please Keep Off The Grass Thank Yyou Afuven Size,"7"""
39429,39473,https://m.media-amazon.com/images/I/51KVAK9cD6L.jpg,886344,depth,15.04' 29.94,"15.04"""
39483,39527,https://m.media-amazon.com/images/I/51KYauCSBEL.jpg,416664,depth,"7.5 TALL 3.5"" WIDE","3.5"" WIDE"
39534,39578,https://m.media-amazon.com/images/I/51KbSZ+lTFL.jpg,173193,depth,Produktgroe 8 20uF +/- 5% CBB60 70mm 20uF5%SH 450VAC 50/60Hz 25/85/21PO 450V AC 50/60Hz 38mm,38mm
39547,39591,https://m.media-amazon.com/images/I/51KcEzL7isL.jpg,752266,depth,Commodity parameters 40CM/15W 60CM /24W 80CM/32W 100CM/39W 120CM /48W,40 cm
39607,39651,https://m.media-amazon.com/images/I/51KgmabvGvL.jpg,826444,depth,11.5CM 5.3CM,5.3CM
39694,39738,https://m.media-amazon.com/images/I/51KmeePPZmL.jpg,558832,depth,"Size 3.1 x 5.1 Inch Material Aluminium, Metal Colour Pink Reusability Resealable",3.1 x 5.1 Inch
39758,39802,https://m.media-amazon.com/images/I/51KrGuRpFnL.jpg,640408,depth,"131/2"" 10/ YETI 5 7/8 EMPTY WEIGHT CAPACITY 3.9LBS 64 0Z",The depth of the object in the image is 5 7/8 inches.
39769,39813,https://m.media-amazon.com/images/I/51KsVPehBpL.jpg,648011,depth,55mm 1 1 1 1 1 98mm E27 BASE 1 - Wattage:42w 1 1 Brightness:624 Im 1 1 Belns Melns / Colour:2700K 1 1 1 Voltage:220-240V 1 1 1 Bulb Feature:Dimmable / 1 Material:Glass,55mm
39841,39885,https://m.media-amazon.com/images/I/51KwcgTvJYL.jpg,347320,depth,Car audio modification pad 6.5 inch universal solid speaker washers,"The depth of the object in the image is not directly measurable from the provided perspective. However, based on common specifications for car audio speaker modifications and the visible thickness relative to the diameter, it can be estimated that the washer is approximately 1/4 inch (6.35 millimeters) thick. This estimation assumes a typical range for such washers, which often vary slightly depending on the brand and model."
39902,39947,https://m.media-amazon.com/images/I/51L-wfwLWeL.jpg,558806,depth,4' ST.LOUIS BLUES 7.25 ONHL,4 inches
40002,40047,https://m.media-amazon.com/images/I/51L5UdmgBAL.jpg,150535,depth,SunNap 65 mm 230 mm 23cm 1/1y7 507,The depth of the object in the image is 65 mm.
40016,40061,https://m.media-amazon.com/images/I/51L6di2KopS.jpg,130202,depth,"12"" DELVERIES 6 Front 2 Pre-drilled Holes White Back","6"""
40032,40077,https://m.media-amazon.com/images/I/51L7gV0ZBqL.jpg,452717,depth,"1.54in 6.6in 11in 1.18in 6.6in happiness, 14.6in Toddler Child Juvenile Adult",6.6in
40115,40160,https://m.media-amazon.com/images/I/51LD7avXnyL.jpg,734280,depth,23.8in 17.7in In October We wear Pink,23.8 inches
40117,40162,https://m.media-amazon.com/images/I/51LDFvNGyfL.jpg,146860,depth,9.5CM 9CM on 27.5CM GREEN WHITE PINK,9.5CM
40239,40284,https://m.media-amazon.com/images/I/51LLgbkA8QL.jpg,886344,depth,Winch Plate 10,"The depth of the object, as indicated in the image, is 4.49 inches."
40250,40295,https://m.media-amazon.com/images/I/51LMlxUxG3L.jpg,172842,depth,Breathe Cut-To-Fit 1Pack Replacememt Carbon Activated Pre-Filter 16x48 UPC:739342810021,"16"" x 48"""
40317,40362,https://m.media-amazon.com/images/I/51LRP3ZQjsL.jpg,449805,depth,"Browint"" LINER Parro Silk liner87""x436.3 oz.180g) Silkliner87x3450z.140g Browint"" 5"" 100%SILK SLEEPING BAG LINER TRAVELLER <3.1","5"""
40344,40389,https://m.media-amazon.com/images/I/51LSojjK1cL.jpg,558832,depth,Size 2.8x4 Inch Material Aluminum Color Black Reusability Resealable,2.8x4 Inch
40625,40670,https://m.media-amazon.com/images/I/51LlYbeG72L.jpg,866516,depth,4-1/4',"4-1/4"""
40660,40705,https://m.media-amazon.com/images/I/51LoH4WUT8L.jpg,347320,depth,L'entoilage SuperStable Stabilizer New,14.5 inches
40735,40780,https://m.media-amazon.com/images/I/51LtfKozxaL.jpg,243137,depth,4 FT SIZE INFORMATION 1PC 7.2FT| SMOOTH WASHABLE MATERIAL 100% POLYESTER HIGHLY DURABLE,4 FT
40847,40892,https://m.media-amazon.com/images/I/51M1m5t35nL.jpg,347404,depth,12.5 in 14 in 14 in,14 in
40876,40921,https://m.media-amazon.com/images/I/51M3ofd7MhL.jpg,752266,depth,87+/-5)mm/3.43,The depth of the object in the image is 87 mm or 3.43 inches.
41019,41064,https://m.media-amazon.com/images/I/51MDvtXNG3L.jpg,668667,depth,"Size: 98"" x 58"" (width x height) - 5 Strips 58"" 1 2 3 5 4 19.6"" 98""","19.6"""
41050,41095,https://m.media-amazon.com/images/I/51MFzYnPYFL.jpg,126471,depth,PRODUCT SIZE O Length 25 in: From coupler to controller 74 65 in:From plugto controller Width Height 38,"1"""
41501,41546,https://m.media-amazon.com/images/I/51MjAIPfU-L.jpg,416608,depth,15.75 1.38,1.38 inches
41592,41637,https://m.media-amazon.com/images/I/51MqDjiP+aL.jpg,826444,depth,5.31 in CALIBER SIZE 4.13 2.36 in 3 5 u! 3.15 HEIGHT,The depth of the object in the image is 2.36 inches.
41671,41716,https://m.media-amazon.com/images/I/51MvZ+RCpyL.jpg,175315,depth,PRODUGT SIZE Z 52.3 IN 31 IN,31 IN
41700,41745,https://m.media-amazon.com/images/I/51MxxUhqaHL.jpg,106003,depth,2.25' 1.38',"2.25"""
41729,41774,https://m.media-amazon.com/images/I/51N+0ilaJaL.jpg,648011,depth,"80RA Not dimmable 30,000H >15,000x ON/OFF <0.5s 180 122mm 128mm AC220~240V IP20 50/60Hz",128 mm
41791,41836,https://m.media-amazon.com/images/I/51N4PRSOr8L.jpg,295706,depth,LOCKABLE&WEATHERPROOF 4 in,4 inches
41898,41943,https://m.media-amazon.com/images/I/51NCAPNjFvL.jpg,932012,depth,"INSIDEMOUNT Fabric Width = Blind Width-1"" *Any questions about size selection, Blind Width = Window Width -1/4 please feel free to contact us. 35"" OUTSIDEMOUNT 72"" Blind Width = Window Width +4""",35 inches
41923,41968,https://m.media-amazon.com/images/I/51NDUHhhA-L.jpg,810266,depth,-220 -210 -180 6 150 120 -90 -60 MAM 2- -30 ml UK floz,"The depth of the object, as indicated by the measurement markings on the side of the sippy cup, is 180 millimeters. This measurement is part of a series that likely corresponds to different volumes or stages for the child's development, with each number representing an increase in capacity from the previous one."
41991,42036,https://m.media-amazon.com/images/I/51NHFZ2Of2L.jpg,308430,depth,8cm 8cm 22.5cm 19.5cm 12cm 13cm 1.5L 2.0L,"The depth of the object in the image is 19.5 cm for the smaller pitcher and 22.5 cm for the larger one, as indicated by the vertical measurement provided on the left side of each pitcher."
42187,42232,https://m.media-amazon.com/images/I/51NU9Bc3smL.jpg,530124,depth,Size 15.8x31.5in Color Style A Material Polyester Item Shape Rectangular,31.5in
42463,42508,https://m.media-amazon.com/images/I/51NpFoP82fL.jpg,430434,depth,Can hold 80 thin cigarettes (can hold 40 thick cigarettes) Inner diameter:width 55Xheight 103mm 60mm 110mm,"The depth of the object, as indicated by the image, is 60mm. This measurement refers to the height from one end of the cylindrical container to the other, which corresponds to the depth when viewed in a side profile."
42466,42511,https://m.media-amazon.com/images/I/51NpJ6LHFsL.jpg,599772,depth,EUROPEL hospitality |business Brochure holder Folderbakje | Prospekthalter Porte Prospectus A4 1/3 mm |wall 210 High quality Donot clean To Recycle Handmade PS material withalcohol in.Europe,1/3 m
42531,42576,https://m.media-amazon.com/images/I/51NsPH96iZL.jpg,886344,depth,"PRODUCT MEASUREMENT Manual measurement, there maybe slight difference 31cm/12.2inch 55.8cm/21.97inch 0EE0 NW:0.33kg/0.72Lb It is just for your reference please confirm the size with real product",The depth of the object in the image is 31 cm or 12.2 inches.
42810,42855,https://m.media-amazon.com/images/I/51O9z2xlcdL.jpg,675317,depth,RZ3EAL SOLID BRASS 1-1/2 IN 2 IN M4 IN Metric 1-1/2 IN,The depth of the object is 1-1/2 inches.
42919,42964,https://m.media-amazon.com/images/I/51OGkwblhXL.jpg,150535,depth,7.5 HOLOGRAPHIC FOIL DETAILS PACK OF 8,7.5 inches
43059,43104,https://m.media-amazon.com/images/I/51OQht7cZnL.jpg,625310,depth,Compact Size & Portable 1.4inch 1inch Weight:74oz,1.4 inch
43231,43276,https://m.media-amazon.com/images/I/51OaXwgXBDL.jpg,849273,depth,5 LITER 12.6 in SEATOSUMMIT 6.6 in,6.6 in
43261,43306,https://m.media-amazon.com/images/I/51OcZz9Fn1L.jpg,150535,depth,Hanna K. Signature Plastic Plates 20Count 121/4x93/4Oval PA DO NOTMICROWAVE P KingZak,"3/16"""
43538,43583,https://m.media-amazon.com/images/I/51OxgOWgm0L.jpg,292475,depth,"5.5"" INCH 2"" INCH Capacity 20 oz","2"" INCH"
43611,43656,https://m.media-amazon.com/images/I/51P0IVITULL.jpg,524117,depth,"2.8"" If love could Gave saved you, have saved you, would have aapy pjnom no ved forever lived forever 1.5"" AluminiumMade Weight:0.21lb","The depth of the object in the image is 1.5 inches, as indicated by the measurement provided next to the larger object on the right side of the image."
43637,43683,https://m.media-amazon.com/images/I/51P1PkaCfsL.jpg,220662,depth,"76MM 86.5MM 3ICYCLE COFFEE CUPHOLDER \VE CANCARRY A COFFEE CUP WITH YOU,BECAUSE OF THIS CUP HOLDER 41MM WEIGHT:73G",The depth of the object in the image is 41mm.
43667,43713,https://m.media-amazon.com/images/I/51P3no1RHOL.jpg,178958,depth,Fixed bucket design 13CM high heels Ladies'shoes Men's shoes Size 43 men's shoes,15CM
43802,43848,https://m.media-amazon.com/images/I/51PENy38GJL.jpg,436746,depth,"14""High  40'wide-","14""High"
43950,43996,https://m.media-amazon.com/images/I/51PO6OhhadL.jpg,675317,depth,BRICARD SERRURE A ENCASTRER Porte de SALLE DE BAIN TOILETTES FERMETURE PAR BOUTON CARRE7MM REVERSIBLE AXE40MM 2676 BOUTS RONDS,40 mm
44362,44408,https://m.media-amazon.com/images/I/51PsrAcYB+L.jpg,242256,depth,TON 20 18.5' in WEST VIRGINIA Small Garden Flag,"The depth of the object, as indicated by the vertical measurement on the right side of the image, is 18.5 inches."
44376,44422,https://m.media-amazon.com/images/I/51PtxmttEZL.jpg,119607,depth,OEE 6 in served daily 11 in,6 inches
44400,44446,https://m.media-amazon.com/images/I/51Pv5HLEBsL.jpg,849273,depth,PRODUCTINTRODUCE Customname 10CM (3.9IN) JONAS 21CM (8.2IN) WEIGHT: 70G PRODUCTMATERIAL:6OOD POLYESTER THE SIZE OF THE PRODUCT IS MEASUREDMANUALLY AND MAY BE SUBJECT TO MARGINAL ERROR.,10CM (3.9IN)
44637,44683,https://m.media-amazon.com/images/I/51Q9zYbyPaL.jpg,150535,depth,S N HI PACKING Organic Bagasse Dinner Plates Eco-Friendly 7Round Plates Disposable Produce from sugarcane pulp Microwavable 100% SEGO 100% BPA FREE,"The depth of the object in the image is not directly measurable from the provided perspective. However, based on common dimensions for such dinner plates, which typically range from 1 to 2 centimeters deep, and considering that this plate is described as ""7"" Round Plates,"" it can be inferred that the plate has a standard depth within this range. Without a reference or additional information, an exact measurement cannot be determined solely from the image."
44703,44749,https://m.media-amazon.com/images/I/51QFKEB-K+L.jpg,142748,depth,Compact and Light Weight 37.8 INCH 22.8 INCH 7.48 in 10 oz mini size,22.8 INCH
44738,44784,https://m.media-amazon.com/images/I/51QHCsoMqoL.jpg,658892,depth,2.8CM PRODUCT SIZE 2.5CM 8CM,"The depth of the object in the image is 2.8 centimeters, as indicated by the measurement labeled on the right side of the image."
44783,44829,https://m.media-amazon.com/images/I/51QK3HNC-UL.jpg,464488,depth,9.5CM 10CM,The depth of the object in the image is 10 cm.
45004,45050,https://m.media-amazon.com/images/I/51QZ7a4o68L.jpg,944936,depth,SIZE HO HO 8 HO Ly SHIT WE MADE IT TO DECEMBER! 5.3',"5.3"""
45357,45403,https://m.media-amazon.com/images/I/51QwbxMy-KS.jpg,529606,depth,3.26 INCHES MELONY MELONY MASSAGE CANDLE Coffee Vanilla B10Z1230g Ceramic -3.03INCHES 8.1oz/230g,3.03 INCHES
45582,45628,https://m.media-amazon.com/images/I/51RBz6TSVsL.jpg,470067,depth,"270mm/10.24 130mm/5.12 "" >>> 1/2"" = 00 1/4"" 70mm/2.75"" >>>> 3/8'",The depth of the object in the image is 70mm or 2.75 inches.
45689,45735,https://m.media-amazon.com/images/I/51RJaFfXMwL.jpg,558806,depth,4' 7.25,"4"""
45729,45775,https://m.media-amazon.com/images/I/51RMFpaqYUL.jpg,978900,depth,"35 "" 47 ' e","14"""
45756,45802,https://m.media-amazon.com/images/I/51RO4tqLryL.jpg,931856,depth,8CM product color may slightly change Due to Photographic lighting 41CM 1piece Suggest 3-6pcs for one small vase,41 cm
45789,45835,https://m.media-amazon.com/images/I/51RQ2TTcKuL.jpg,119607,depth,10.5 CM 20 CM 500ML 16 CM,16 cm
45954,46000,https://m.media-amazon.com/images/I/51RbXCmX-bL.jpg,955522,depth,1.96 in/5cm 0.86 in/2.2 cm,0.86 in / 2.2 cm
46040,46086,https://m.media-amazon.com/images/I/51Rge5KSnxL.jpg,784538,depth,"IBIZA 10"" RELAX 8'","8"""
46073,46119,https://m.media-amazon.com/images/I/51RiRS+6FTL.jpg,965725,depth,13.6CM 10CM,The depth of the object in the image is 10 cm.
