,index,image_link,group_id,entity_name,OCR Text,prediction
43537,43582,https://m.media-amazon.com/images/I/51OxgOWgm0L.jpg,292475,height,"5.5"" INCH 2"" INCH Capacity 20 oz","The height of the object in the image, as indicated by the measurement provided, is 2 inches."
43612,43658,https://m.media-amazon.com/images/I/51P0PkjQzEL.jpg,658003,height,"Made of Acacia 18x11x0.75wood base Removable 14x11x0.20 diameter slate serving surface Slate fits into a notch on the Satin finished gold handles for back to stay securely on the tray easy carrying Designed by Picnic Time Family of Brands, a family-owned company in California","The height of the object, which is specified in the image, is 0.75 inches."
43685,43731,https://m.media-amazon.com/images/I/51P59cPtUCL.jpg,460806,height,77MM c 1r1X  Light Pollution Filter EDGE,The height of the object in the image is indicated as 77 mm.
43938,43984,https://m.media-amazon.com/images/I/51PN8KBb5LL.jpg,529606,height,CIT CITRONELLA ELLA CANDLE LE home master 40HR BURN TIME 500G19.5CMX14CM 14CM OUTDOOR USE ONLY ONLY,"The height of the object, which is a candle jar, is indicated as 14cm on the label. This measurement refers to the overall height of the jar including the lid."
43949,43995,https://m.media-amazon.com/images/I/51PO6OhhadL.jpg,675317,height,BRICARD SERRURE A ENCASTRER Porte de SALLE DE BAIN TOILETTES FERMETURE PAR BOUTON CARRE7MM REVERSIBLE AXE40MM 2676 BOUTS RONDS,"The height of the object in the image, which is a door handle set, is indicated on the packaging as ""AXE 40 MM,"" meaning it has an axle length of 40 millimeters. This measurement refers to the central part that connects the two handles and is typically where the lock mechanism or keyhole would be located."
43975,44021,https://m.media-amazon.com/images/I/51PQO9L2fgL.jpg,242256,height,3'x5 SIZE,3 feet
44349,44395,https://m.media-amazon.com/images/I/51PqvqfsXfL.jpg,254590,height,1000 sheets 10.75 inx8 in RW Base DELI&BAKERYWRAP Interfolded | Conveniently Pre-Cut RW Restaurantware 1000sheets 10.75 in x8 in RWBase DELI & BAKERYWRAP Interfolded / Conveniently Pre-Cut,"The height of the object in the image, which is a box of deli and bakery wrap, is stated as 10.75 inches on the packaging. This measurement likely refers to the dimensions of each sheet within the box when it's unrolled or used."
44453,44499,https://m.media-amazon.com/images/I/51Pyg7ciaZL.jpg,416664,height,Mengjay FRAGILE Pt KEEPDRY DON'TDROP ITEM NO: OTY: PCS N.W.: KGS G.W.: KGS MEAS28X28X39 CM,"The height of the object, as indicated on the box, is 39 centimeters."
44636,44682,https://m.media-amazon.com/images/I/51Q9zYbyPaL.jpg,150535,height,S N HI PACKING Organic Bagasse Dinner Plates Eco-Friendly 7Round Plates Disposable Produce from sugarcane pulp Microwavable 100% SEGO 100% BPA FREE,"The height of the object, which is a dinner plate, cannot be precisely determined from the image provided. The measurement would typically require a reference or scale that is not visible in this particular view of the product label. To accurately measure the height, one would need to have access to the physical item and compare it with known measurements or use a ruler in conjunction with the plate itself for an accurate assessment."
44651,44697,https://m.media-amazon.com/images/I/51QAorAChyL.jpg,219199,height,1.6cm wide,"The height of the object in the image is ""1.6cm wide"". This measurement indicates the width of the object, not its height, as it is presented alongside a length measurement. The units are likely centimeters, but without additional context or measurements for comparison, we cannot determine if there is any error with this provided dimension."
45088,45134,https://m.media-amazon.com/images/I/51Qf1ZztK4L.jpg,434825,height,ENVELOPPES 50 C5/6-114x229mm Auto-odhesives 80 9/m EXTRA BLANC WHITE WEISS WIT Clairefontaine N.5959C CLAIREFONTAINE 138qu Clairefontaine.com,"The height of the object in the image, which is a pack of envelopes, is indicated as 229 mm. This measurement is likely referring to the size of the individual envelopes within the pack rather than the dimensions of the packaging itself."
45119,45165,https://m.media-amazon.com/images/I/51QhBHATC2L.jpg,488964,height,PRODUCT SIZE 6.69IN/17CM 3.93IN/10CM,"The height of the object in the image is 6.69 inches or 17 centimeters, as indicated by the measurement labeled on the right side of the product size illustration."
45414,45460,https://m.media-amazon.com/images/I/51R+Gv0IUkL.jpg,648011,height,How Should We Choose The Size SCREWDISTINCTION 27MM 14MM SIZE: E27 SIZE: E14,The height of the object in the image is 27mm.
45556,45602,https://m.media-amazon.com/images/I/51R9F9wWTTL.jpg,524117,height,3cm 3.3cm 1.2in 2.2cm /0.8in 17.4cm/6.8in,"The height of the object in the image is 3.1 cm or 1.2 inches, as indicated by the measurements provided on the left side of the main product photo."
45569,45615,https://m.media-amazon.com/images/I/51RB+kGOw9L.jpg,278850,height,tep EJ3:27x27mm 04 TOTAL AMOUNT * 38.9.25,The height of the object in the image is 27 mm.
45652,45698,https://m.media-amazon.com/images/I/51RGvKwPKOL.jpg,521308,height,70 in 33 in 33 in 3 34.5 in 33 in 33 in,"The height of the object in the image is 34.5 inches, as indicated by the measurement provided for the chair."
45826,45872,https://m.media-amazon.com/images/I/51RSNTrePsS.jpg,436746,height,"PRODUCTDIMENSIONS 12.5 20"" 7x20x12.5 topx bottomxheight",The height of the object in the image is 7 inches.
46343,46389,https://m.media-amazon.com/images/I/51S+ixL6vKL.jpg,373107,height,"STANLEY 1,000 STANLEY 1,000 G -69-809.6-TR151Y6-TR150HL6-TR250.6-TRE550.6-PHT150, RAA 411140 411140 8mm 6mm R24 R14, R11 1-TRA705T ddei 10 1-TRA704T","The height of the object in the image, as indicated on the packaging, is 6mm. This measurement is likely referring to the thickness or diameter of the metal pins contained within the package, which are used for fastening purposes."
46603,46649,https://m.media-amazon.com/images/I/51SJDcVCQsL.jpg,242256,height,18.5' in Small Garden Flag,"The height of the object in the image, which is a small garden flag featuring a dog, is 18.5 inches."
46852,46898,https://m.media-amazon.com/images/I/51SYaVBXUcL.jpg,145452,height,"SSS 1.5 HOT HRS 05 COLD HRS 20 ICED HRS SSTANLEY 123.5mm DISHWASHER SAFE 18/8 18/8 STAINLESS STEEL, BPA-FREE DOUBLE-WALL VACUUM INSULATION 87mm BUILT FOR LIFE LIFETIMEWARRANTY","The height of the object, as indicated in the image, is 123.5 mm."
47170,47217,https://m.media-amazon.com/images/I/51Sx1-EFpXL.jpg,460806,height,,"The height of the object in the image is ""1.25"" which indicates 1.25 inches or approximately 3.175 centimeters."
47339,47386,https://m.media-amazon.com/images/I/51T5ylc-eeL.jpg,683885,height,2.36in/6cm Total length :196.5 in/500 cm Width:2.36 in/6 cm,"The height of the object in the image is 2.36 inches, which corresponds to a width measurement also given as 2.36 inches or 6 centimeters."
47682,47729,https://m.media-amazon.com/images/I/51TVyZ-cefL.jpg,486423,height,Total length:590.5 in/1500 cm Diameter:78.7 in/200cm,"The height of the object in the image is not directly provided with units. However, if we assume that the length and diameter are measured from a perspective where one end is at ground level or a flat surface and the other end is elevated, then the height could be approximately equal to the diameter since the shape appears cylindrical. Given that the diameter is 78.7 inches (200 cm), this would suggest an estimated height of around 78.7 inches (200 cm). For precise measurements, additional information or context about how the dimensions were taken would be necessary."
47945,47992,https://m.media-amazon.com/images/I/51Tlhj7LWyL.jpg,140266,height,270 8.3IN 540 DMX512 IN OUT POWER 6.3IN,"The height of the object, as indicated in the image, is 8.3 inches."
48013,48060,https://m.media-amazon.com/images/I/51Tpjd17b+L.jpg,341157,height,4.3 Inches USB ... 480p,"The height of the object in the image is 4.3 inches, as indicated by the text ""画面サイズ 4.3 Inches"" which translates to ""display size 4.3 Inches."""
48336,48383,https://m.media-amazon.com/images/I/51U9Stgl+VL.jpg,452717,height,PRODUCt SZE V 5. 5 14 in Non-slip Velvet Notched Shoulders Rotating Hook,"The height of the object, as indicated in the image, is 7.5 inches."
48635,48682,https://m.media-amazon.com/images/I/51UVIbNnZdL.jpg,242256,height,13in Witching you a appy 18.5'in HalloweeN H Small Garden Flag,"The height of the object in the image is 18.5 inches, as indicated by the vertical measurement provided on the right side of the silhouette."
48657,48704,https://m.media-amazon.com/images/I/51UXj92Hz+L.jpg,154981,height, dedimed dealmed SMOOTH Table Paper SMOOTH Table ITEM Paper 782041 12 12 ROLLS ROLL WHITE 2X225FT ITEM# 782041 UEA WHITE 21X225 FT. USA,"The height of the object in the image is not explicitly stated with units. However, it can be inferred that the height refers to the dimensions of one roll of table paper since the box contains 12 rolls and each roll has a specified height of ""225 FT."" This suggests that the height of one roll is 225 feet. Without additional context or perspective, we cannot determine the total height of the entire cardboard box; it would require knowing either the diameter of the roll or the number of layers within the box to calculate the full height."
49519,49566,https://m.media-amazon.com/images/I/51VXFNaLt8L.jpg,521308,height,70 in 33 in 33 in,The height of the object in the image is 33 inches.
49526,49573,https://m.media-amazon.com/images/I/51VXvHkowDS.jpg,306026,height,Product Size Outer Outer Diameter:9.5CM Diameter:27CM Outer Inner Diameter:20CM Outer Diameter:7.5CM Inner 25CM Diameter:16CM Onter Diameter: Inner 18CM Diameter:12CM Diameter: Inner .14.2CM Diameter: Inner Diameter: 10.5CM,"The height of the object in the image is not explicitly provided with units. The image shows a set of embroidery hoops, but without additional context or a reference scale, it's not possible to determine the exact height of these objects from the information given. To accurately measure the height, one would need either a physical measurement tool or a known reference point for comparison within the image itself."
49589,49636,https://m.media-amazon.com/images/I/51Vdh3f228L.jpg,558806,height,"SIZE 3.1"" 2",The height of the object in the image is 3.1 inches.
49591,49638,https://m.media-amazon.com/images/I/51VdoNf8BVL.jpg,521308,height,37-Inch 68-Inch,"The height of the object, as indicated in the image with units, is 37 inches."
49814,49861,https://m.media-amazon.com/images/I/51VrpwP1b-L.jpg,916768,height,Accessories Product 1 adhesive sticker Dimension 1measuring cup Container Capacity Container capacity 8L/270.5 oZ Cup capacity 0.8L/30.4 oZ 12.48 in Placement Hang on the wall or. place on the countertop  Tips Not for liquid detergent 12 in 5.83 in,The height of the object in the image is 12.48 inches.
49817,49864,https://m.media-amazon.com/images/I/51Vs-A8RNQL.jpg,843434,height,46cm 40cm 100cm AQUARIUM 160 LITRE WTH LID,The height of the object in the image is 46 cm.
49873,49920,https://m.media-amazon.com/images/I/51VvlhxybmL.jpg,969033,height,OVERALL SIZE:91 x 68 x 20 CM BOTTOm sIzE:85 x 60 x 7.5 CM 68.cm 91 cm 20'cm JOYELF 85CM 60CM,The height of the object in the image is 20 cm.
50044,50091,https://m.media-amazon.com/images/I/51W5ElY+0oL.jpg,178778,height,Size  Chart 4.72 1 7.48 2.76,"The height of the object, as indicated in the image, is 4.72 inches."
50184,50231,https://m.media-amazon.com/images/I/51WDVpvkGpL.jpg,858439,height,11.02',"The height of the object in the image, as indicated by the measurement provided, is 11.02 inches."
50236,50283,https://m.media-amazon.com/images/I/51WFwAezsBL.jpg,913156,height,4.5 99,The height of the object in the image is 4.5 inches.
50599,50646,https://m.media-amazon.com/images/I/51WfteCYUyL.jpg,244283,height,Veniliau createur de tendances,"The height of the object, as indicated on the label, is 67.5 cm."
50756,50803,https://m.media-amazon.com/images/I/51Wqu+dj2fL.jpg,244283,height,4-inch 3-inch 2.2-inch,The height of the object in the image is 3 inches.
50773,50820,https://m.media-amazon.com/images/I/51WriFXuwmL.jpg,483370,height,2.5 2.5 2.5 2.5,"The height of the objects in the image is indicated as 2.5 inches, which is a common measurement for small toy figures or collectibles."
50814,50861,https://m.media-amazon.com/images/I/51WuL8khiIL.jpg,208023,height,Atelie das molduras MOLDURA PARA MEDIDA 45x62 CM COM ACETATO,"The height of the object, as stated in the image, is 45 cm."
51151,51198,https://m.media-amazon.com/images/I/51XFN3hgMZS.jpg,558806,height,4.5X2.0X3.4CM,"The height of the object, as indicated in the image, is 4.5 centimeters."
51167,51214,https://m.media-amazon.com/images/I/51XGib36EgL.jpg,242256,height,Pre-assembled 14CM/5.51Inch 1.95M/6.39FT,"The height of the object in the image is given as ""14CM/5.51Inch"". This indicates that the object's height can be either 14 centimeters or 5.51 inches, depending on which unit of measurement is being referred to."
51294,51341,https://m.media-amazon.com/images/I/51XOVgz-aBL.jpg,113134,height,5.5CM 7.5CM Long press (on/off) vibration licking function After starting tap the switching frequency (10 frequency),"The height of the object, as indicated in the image, is 7.5 cm."
51355,51402,https://m.media-amazon.com/images/I/51XUGqEwc6L.jpg,825239,height,"joovy gloo THE GLOOIS SAFE FORBABIESAS EARLYAS 6MONTHS,ALLTHE WAY UPTOCHILDREN5YEARSOLD MAKING THIS APERFECT OUTDOOR ANDINDOORTENT FORKIDS! 18 25 15 006 MEASUREMENTS",The height of the object in the image is 44 inches.
51386,51433,https://m.media-amazon.com/images/I/51XWw6m+WBL.jpg,488883,height,163/4 19 351/2,"The height of the object in the image is given as ""16 3/4"" which can be interpreted as 16 and a half inches."
51614,51661,https://m.media-amazon.com/images/I/51Xl9tnJ6hL.jpg,916768,height,8.5CM SIZE 15CM,"The height of the object, as indicated in the image with units, is 15 centimeters."
51827,51874,https://m.media-amazon.com/images/I/51Y-z2knJjL.jpg,858439,height,"5/16'Diameter molded-in Quickchange shaft Corrosion 1"" resistant Medium zinc/ nickel nylon bristles plating 5""Diameter","The height of the object, as indicated in the image, is 1 inch. This measurement is likely referring to the length of the shaft that protrudes from the top of the brush head, which is designed for quick attachment or detachment purposes."
52423,52470,https://m.media-amazon.com/images/I/51YgDvX6fHL.jpg,478357,height,59-Inch 36-Inch 30-Inch,The height of the object in the image is 30 inches.
52725,52772,https://m.media-amazon.com/images/I/51Z-Ko4IRaL.jpg,667819,height,8 1012141618202224262830 6 NON COMMERCIAL Art No.LS01 deePak 12 14 161820 6 8 Designer's L-Square,"The height of the object, as indicated on the ruler, is 30 centimeters."
52779,52826,https://m.media-amazon.com/images/I/51Z2UFbO5TL.jpg,204245,height,LARG. 220 CM ALT. PROF. 220 CM 220 CM,The height of the object in the image is 220 cm.
52819,52866,https://m.media-amazon.com/images/I/51Z5VdYMOQL.jpg,459271,height,"0.95Dia 12""Length Rotatbale Rung 15""Rungs Space 0.8"" Dia Rope","The height of the object in the image is ""12"" Length Rotabale Rung,"" which suggests that it is a measurement for the length of one rung. However, without additional context or measurements provided in the same units, it's not possible to determine the exact physical height of the ladder from this information alone."
52854,52901,https://m.media-amazon.com/images/I/51Z7sEVriiL.jpg,254590,height,KINGWRAP KING WRAP KING WRAP ING WRAP 100 KING WRAP KING WRAP SIZE40CM,"The height of the object, as indicated on the cardboard box to the right in the image, is 40 centimeters."
52887,52934,https://m.media-amazon.com/images/I/51Z9WsxL4nL.jpg,599317,height,Hin PLA 4T ChooseHi-PlasstUseHi-plasst 6CM 3 CM Product Dimensions WEIGHT PER PIECE=23GMS,"The height of the object in the image is 6 centimeters, as indicated by the measurement arrow labeled ""6 CM"" pointing upwards from the top of the object."
53528,53575,https://m.media-amazon.com/images/I/51ZuljZfTWL.jpg,460806,height,JJC,"The height of the object in the image, as indicated by the text on its side, is 40.5mm. This measurement refers to the diameter of the filter ring, not the overall height of the item when extended or in use."
53601,53648,https://m.media-amazon.com/images/I/51a+dsyyn0L.jpg,816782,height,,"The height of the object in the image, as indicated by the scale at the top right corner, is 7.5 centimeters."
53828,53875,https://m.media-amazon.com/images/I/51aBbcd+IqL.jpg,721542,height,Product Size PACKAGE BOX: 3 9' 8.2' 6.5' 20' 10',The height of the object in the image is 9 feet.
53877,53924,https://m.media-amazon.com/images/I/51aFJ780F7L.jpg,549052,height,TIkdton MEATBONE Dog's loving meatbone SMALL MEDIUM LARGE X-LARGE 3.90x1.38 in 5.08x1.85 in 6.69 x 2.44 in 7.87x2.59 in Under 7 Ibs Under25Ibs Under 60 Ibs Under120Ibs,The height of the object in the image is 7.87 inches.
54026,54073,https://m.media-amazon.com/images/I/51aOkFKxLWL.jpg,752266,height,24W Main light 29.5cm RGB Backlight 0 3 Color Temperature 29.5cm Brightness Adjustable 3200LM Ultra-thin,The height of the object in the image is 29.5 cm.
54112,54159,https://m.media-amazon.com/images/I/51aUXgkUpfL.jpg,284992,height,MEDIUM BAG N 70 32 x 11 x 27cm Length x Width x Height EST.1953,"The height of the object, as stated in the image, is 27 cm."
54297,54344,https://m.media-amazon.com/images/I/51agg-Fz49L.jpg,745387,height,eLe 33.66-Inch 59.53-Inch 17.52-Inch,"The height of the object in the image is 33.66 inches, as indicated by the measurement provided on the right side of the image."
55035,55083,https://m.media-amazon.com/images/I/51bSYq3XktL.jpg,442321,height,ITEMNO.XTD-DJO1-BK ACAUTION SKU! S1ZE110x58x11.5CM/43.3x22.8x4.5N ACKAGE WEIGHT21KG/46.3LBS,"The height of the object in the image, as indicated on the box, is 11.5 cm or 4.5 inches. This measurement refers to the vertical dimension of the item that the box contains."
55165,55213,https://m.media-amazon.com/images/I/51bbtN6iO9L.jpg,589105,height,6,The height of the object in the image is 6 inches.
55342,55390,https://m.media-amazon.com/images/I/51bnuVDKBPL.jpg,653767,height,"Image Body Pillow 54x20 HAPPYBIRTHDAY, + Your Design Text Here HAPPYBIRTHADY! HAPPY BIRTHDA",The height of the object in the image is 20 inches.
55402,55450,https://m.media-amazon.com/images/I/51brteskCbL.jpg,526954,height,52 22,The height of the object in the image is 52 inches.
55491,55539,https://m.media-amazon.com/images/I/51bxyIk6VdL.jpg,612552,height,13' inches,"The height of the object in the image, which is the chessboard and pieces together, is 13 inches. This measurement is indicated by the text ""13"" inches on either side of the board's width dimension."
55597,55645,https://m.media-amazon.com/images/I/51c2fMspVLL.jpg,514726,height,145 CM 40 CM +- 5%,The height of the object in the image is 145 cm.
55658,55706,https://m.media-amazon.com/images/I/51c6tJb4qDL.jpg,436746,height,2 sets H: 1.38',"The height of the object in the image is 1.38 inches, as indicated by the measurement label on the side of the circular part of the frame."
55704,55752,https://m.media-amazon.com/images/I/51cAKdlQ5QL.jpg,916768,height,klausberg Brotkasten klausberg SIDE OPEN 35.5x1721.5)x20cm KB-7468,"The height of the object, as indicated in the image, is 35.5x17(21.5)x20cm."
55711,55759,https://m.media-amazon.com/images/I/51cAp7z4NBL.jpg,944936,height,5.3 in COUNTING DOWN T0 THE DAY WHEN I CAN n 8 FALL ASLEER IN YOUR ARMS,The height of the object in the image is 8 inches.
55752,55800,https://m.media-amazon.com/images/I/51cDnHOpN-L.jpg,758128,height,13' 10' 8.2' 11.8' 8.8',"The height of the object in the image is 8.2 feet, as indicated by the measurement labeled on the right side of the structure."
55785,55833,https://m.media-amazon.com/images/I/51cFuouwo8L.jpg,132401,height,6 0,The height of the object in the image is 6 inches.
55876,55924,https://m.media-amazon.com/images/I/51cKL6nr3KL.jpg,276611,height,"24[610] 23/2[596] 2[12] %8[40] 1/8[40] 1/212/4[8] [40] (1C6) 7[178] 21[533] 30[762] [908] 218550] [9]5 3"" [0 23[583] 114 1/2[12 1/2[12] 1/212] 21[534] 3[76] 815 %8151 24[610] /8[15] %815] %815 B48 48"" 23.75' /8[15] 8[16] 46 B42 42"" 20.75"" 24[70] B36 36"" 17.75"" 1/46 8[2 EQ EQ W EQ Item Name","The height of the object in the image is 36"" (914.4 mm)."
56262,56311,https://m.media-amazon.com/images/I/51cplc2DUaL.jpg,243137,height,front back 6.5 FT,"The height of the object in the image is 6.5 feet, as indicated by the measurement line labeled ""6.5 FT"" on the front side of the circular object."
56339,56388,https://m.media-amazon.com/images/I/51cux3rYZIL.jpg,437623,height,LOVE LOVE LOVE YOURSELE OURSELF OURSELF TOURSELF AnsWer enswer Answer THE NOTES THE NOTES THE NOTES THE NOTES,The height of the object in the image is given as 127mm.
56377,56426,https://m.media-amazon.com/images/I/51cxwf1npdL.jpg,488964,height,6of these 6 of these 2.5x3 2.5x2.75 6of these 6of these 2.5x2.75 2.5x2.75,The height of the object in the image is 2.75 inches.
56568,56617,https://m.media-amazon.com/images/I/51d9VsKkkLL.jpg,524117,height,17. 6 1 I 8.11',The height of the object in the image is 8.11 inches.
56709,56758,https://m.media-amazon.com/images/I/51dJmYZdFML.jpg,412008,height,6.3 6.3 4.9 9,"The height of the object, as indicated in the image, is 4.9 inches."
56791,56840,https://m.media-amazon.com/images/I/51dQKZkCd4L.jpg,478357,height,13.6' Screw fixation 2 High quality wood,"The height of the object, as indicated in the image, is 13.6 inches."
56990,57039,https://m.media-amazon.com/images/I/51ddEMLcOpL.jpg,816782,height,Perfect Size For Choose 16x24 Best for small spaces single sinks or small shower stalls 20x32 Perfect for in front of double sinks and vanities shower stalls,The height of the object in the image is 16 inches.
58225,58274,https://m.media-amazon.com/images/I/51f3DyCgmbL.jpg,842944,height,45000000 36000000,The height of the object in the image is indicated as 45mm.
58233,58282,https://m.media-amazon.com/images/I/51f4TsdqVfL.jpg,731252,height,TM REVVUP 43 CM 17CM 3-CM REVV UP Lcm-43B cm-17H cm-3,The height of the object in the image is 3 cm.
58385,58437,https://m.media-amazon.com/images/I/51fEzK4POiL.jpg,478357,height,36-inch 60-inch 30-inch,"The height of the object, as indicated in the image with units, is 36 inches."
58530,58582,https://m.media-amazon.com/images/I/51fOuYMtlyL.jpg,952470,height,13 13 BANSTA 5.12,The height of the object in the image is 5.12 inches.
58746,58798,https://m.media-amazon.com/images/I/51fdqDaPeoL.jpg,142748,height,CANOPY 42' CLOSED12',"The height of the object in the image, when closed, is indicated as ""CLOSED 12"" which suggests that it measures twelve inches in height."
59023,59075,https://m.media-amazon.com/images/I/51fyf3Uo3uL.jpg,130202,height,EUROPEL hospitality I business Snap frame Kliklijst I Klapprahmen Porte-affiche A3 EU Indoor Mounting Excellent Made Lightweight Horzontal and use only material quality edang  vertical use indluded profile iniu,"The height of the object, which is a snap frame, as indicated in the image is 420 mm."
59197,59249,https://m.media-amazon.com/images/I/51g83sn8MoS.jpg,549052,height,"mEDIUM SZE 2.5""",The height of the object in the image is 9 inches.
59630,59682,https://m.media-amazon.com/images/I/51gcKH4aPBL.jpg,846116,height,"ESPECIFICACOES Codigo DTV-200 Conector F macho angular 90 Instalacao Interna Cabo 2,5 metros Ganho 3dBi Captacao HDTV.VHF.UHF.FM e 4K Impedancia 75Ohms Medida do Produto 150x60x60mm Peso do Produto 85g",The height of the object in the image is 60mm.
59802,59854,https://m.media-amazon.com/images/I/51gouj0ZePL.jpg,304120,height,Product Size 4.76 1.57,The height of the object in the image is 4.76 inches.
60002,60054,https://m.media-amazon.com/images/I/51h+tcf6PnL.jpg,597647,height,"Rod Length =12' Total Length=17"" Rectangular Guard Width = 2.5' Handle Length = 5'","The height of the object in the image is not explicitly stated, but it can be inferred that the ""Total Length"" includes both the rod and the handle. Given that the rod length is 12 inches and the total length is 17 inches, the height would be the difference between these two measurements if we consider the rod as a vertical element extending from one end to the other. Therefore, the height of the object would be approximately 5 inches (17 inches - 12 inches)."
60091,60143,https://m.media-amazon.com/images/I/51h7GQwBUeS.jpg,529606,height,Length: 2.4 in / 6cm width: 2.4 in/ 6cm,"The height of the object, as indicated in the image, is 2.4 inches or 6 centimeters."
60293,60345,https://m.media-amazon.com/images/I/51hK5U3kA0L.jpg,175315,height,SizeD150xH65cm VEPP Beans fill 15~25kg Depends on the size of epp Sponge foam:35~45kg (Depends on the density ofthe sponge SizeD183xH90cm EPP Beansfill 25~35kg Depending on the density of epp Sponge Foam fill 70~9o kg Depending on the density of the memory foam) 01 buy filler,"The height of the object in the image is given as ""H 65cm"". This indicates that when measuring this particular item, its vertical dimension should be recorded as 65 centimeters."
60328,60380,https://m.media-amazon.com/images/I/51hMeNosMgL.jpg,713763,height,3 sizes,The height of the object in the image is 31 inches.
60957,61009,https://m.media-amazon.com/images/I/51i2yxuDuNL.jpg,675317,height,Length 5.5 Inch (140mm) 1/2 Inch12mm Hole Center 5.04 Inch (128mm),"The height of the object in the image is not directly provided with units. The measurement given is for the length, which is 5.5 inches (140mm), and the hole center distance, which is 5.04 inches (128mm). Without a reference for the height or additional measurements that include it, we cannot determine the exact height of the object from this information alone."
60977,61029,https://m.media-amazon.com/images/I/51i47jqD8YL.jpg,648011,height,Zigbee B22 Smart Bulb Works with Alexa Philip Hue Sumsung SmartThings Hub 2.8in Echo Plus (2nd) Echo (4th Gen) Zigbee LED Bulb B22RGBCW+2700K+6500K 4.5WAC100-240V50/60HZ FCE ROHS Echo Studio Echo Show 10 (3rd Gen) 1.6n,"The height of the object, which is a Zigbee B22 Smart Bulb, is indicated as 2.8 inches in the image."
61093,61145,https://m.media-amazon.com/images/I/51iCDk3+BCL.jpg,242256,height,13'in . M 0 # * cove 18.5' in because hefirst Jonn419 * Small GardenFlag,"The height of the object, as indicated in the image, is 18.5 inches."
61146,61198,https://m.media-amazon.com/images/I/51iFn57vvlL.jpg,752266,height,Product specifications All three products have three color dimming and infinite dimming options to choose from L70*W58*H18CM 48W L70*W58*H18CM 48W L60*W56*H5CM 34W,"The height of the object in the image is specified as ""H18CM,"" which translates to 18 centimeters or 0.18 meters."
61149,61201,https://m.media-amazon.com/images/I/51iFopG-drL.jpg,783898,height,makita No.193332-3 12mm S  Templet guide 8838115661 Guide a copier Fuhrungshulse Guida sagoma NDMalgeleider Guia de recorte For Mod. O RP0910.RP1110C 813942-7,"The height of the object in the image is not explicitly provided with units. The packaging displays a barcode and product information, but it does not include any measurements or scales that would allow for an accurate determination of the height. To provide an exact measurement, one would typically need either a reference scale on the package or additional context that includes dimensions. Since such details are not visible in the current view of the packaging, I cannot report the height with units as requested."
61247,61299,https://m.media-amazon.com/images/I/51iKwjgA9XL.jpg,178778,height,"Comeir Br 4.7""H 6.7'L T 3.2'W","The height of the object, as indicated in the image with units, is 4.7 inches (H)."
61337,61389,https://m.media-amazon.com/images/I/51iQOVjtGFL.jpg,801829,height,(71-91) cm 86 cm 62 cm,"The height of the object in the image, as indicated by the scale provided, is 86 cm."
61363,61415,https://m.media-amazon.com/images/I/51iRf2il0DL.jpg,460806,height,,"The height of the object, as indicated in the image, is 52mm. This measurement is likely referring to the diameter of the filter ring, which is a common dimension for camera filters that are used to protect the lens or alter its properties such as reducing glare or enhancing color saturation."
61699,61751,https://m.media-amazon.com/images/I/51iqjn2ygfL.jpg,202651,height,"2' 3' TM&@War 5""","The height of the object in the image, as indicated by the measurement provided, is 3 inches."
62035,62087,https://m.media-amazon.com/images/I/51jBM6c9OtL.jpg,434825,height,SealedAir SealedAir Product Care Product Care Jiffy Rigi Bag Mailers JifyRrgigag Malers 150-101/2x14 150-1014 ITEMNO.89314 www.jiffymailers.com #5 100914843 100914843,"The height of the object, which is a Jiffy Rigi Bag Mailer, is indicated on the box as 10½ inches. This measurement refers to the vertical dimension when the bag is in its flat, unfolded state."
62138,62190,https://m.media-amazon.com/images/I/51jJQ1PzkrL.jpg,396159,height,6-Pack Washcloths Washcloths 12.0 x12.0 in 30.4 x 30.4 cm x6 Machine wash Tumble dry 100% Cotton Soft warm low,The height of the object in the image is 12.0 inches or 30.4 centimeters.
62217,62269,https://m.media-amazon.com/images/I/51jOcuxNVkL.jpg,311997,height,Dimensions 1 2CM 384 453 234 75CM COS 20CM 35CM 120CM,"The height of the object in the image is indicated as ""120 CM,"" which means 120 centimeters."
62327,62380,https://m.media-amazon.com/images/I/51jYqL79yML.jpg,104874,height,Size: SPOORS Folded Unfolded 10 10,The height of the object in the image is 5 inches when folded and 10 inches when unfolded.
62379,62432,https://m.media-amazon.com/images/I/51jd2TNSUIL.jpg,939426,height,"top entrance diameter: 9.25' 14.38"" 14.75"" 20.50""","The height of the object in the image is 14.38 inches, as indicated by the measurement line on the right side of the object."
62437,62490,https://m.media-amazon.com/images/I/51jhg-rFSkL.jpg,558806,height,SIZE 2 4 6 3 IN 8 9101112131415,"The height of the object in the image, as indicated by the yellow measuring tape, is 3 inches."
62524,62577,https://m.media-amazon.com/images/I/51jqCSPaefL.jpg,589105,height,5 3,The height of the object in the image is 5 inches.
62642,62695,https://m.media-amazon.com/images/I/51k+6sI9APL.jpg,437623,height,"POSTCARD 110X15Omm/12EA SET ALBUM Download'MINI RECORD' app to watch digital contents. AppStore GooglePlay S+OnE GENIE MUSiC Mini &2022 KQ ENTERTAINMENT, STONE MUSIC ENTERTAINMENT.Distributed by GENIE MUSIC Printed in KOREA CMCC11818",150mm
