index,image_link,group_id,entity_name,OCR Text,prediction
5221,https://m.media-amazon.com/images/I/41CJSyUsTTL.jpg,187993,voltage,Up to 30% 900 watts of ice crushing power Faster Blending,900 watts
5251,https://m.media-amazon.com/images/I/41CP68ANWtL.jpg,519155,voltage,"700w high power Quick heat and boil soon Hot pot, stir fryporridge,rice,soup,all kinds of quick",240V~
5283,https://m.media-amazon.com/images/I/41CX6lokd5L.jpg,271537,voltage,MODEL:AMBP1-G2000-01,12-VOLT
5285,https://m.media-amazon.com/images/I/41CXERDSq5L.jpg,306956,voltage,5U-TYPE HEATER-HEATING MORE EVENLY 1500WRATED POWER-HEATING FAST,1500W
5323,https://m.media-amazon.com/images/I/41Cfb67HM5L.jpg,883833,voltage,"RECPRO RP-AC-12V RecPro 12V AC For Camper/Van Measurements 331%"" 48""",12V
5329,https://m.media-amazon.com/images/I/41Cg-jez2qL.jpg,641642,voltage,NET LIGHT SIMPLIFIED GRAPH 8MODES: Combination 9.8FT 9.8FT in waves MOOE #UTTON seqaential slow-glow chasing slow fade 6.6FT stealy en twinkle,12V
5338,https://m.media-amazon.com/images/I/41Cgprpn8JL.jpg,900671,voltage,High temperature and heat resistance 428F Heat-resistant and bake-resistant,110V
5340,https://m.media-amazon.com/images/I/41CgzCd7-GL.jpg,957050,voltage,"9.21H 14.18""W 9.21D 0.70H 3.86",19V
5350,https://m.media-amazon.com/images/I/41Chca4ckUL.jpg,648011,voltage,"ENERGTW ePIVR-EVEPVELO OGRAM A"" A++ 230Lm kWh/3000h Warm White E14 LED 2W",230 V
5384,https://m.media-amazon.com/images/I/41CtkPNJYsL.jpg,709627,voltage,VICIBATTERY CONQUER POWER SPRECHARGEABEHGHSTORAGECAPATY ModelVB7-12 12V 7Ah PLATINUM SERIESAGM Q.14 -2.14 www.vicibattery.com,12V
5385,https://m.media-amazon.com/images/I/41CtnwiyZUL.jpg,883833,voltage,"5K BTU 5,000BTU 150 SQ.FT 2 Fan Speeds 15OSQ.FT. 8-Way Cooling Washable & Reusable Filter",110V
5394,https://m.media-amazon.com/images/I/41Cuv+vxiIL.jpg,169111,voltage,Large Capacity Empty the bin without making a mess while keeping the dustbin clean The large-capacity 3L bag holds up to 8-weeks of dust Dustbag is an accessory for the Roborock Auto Empty Dock foruse with,24V
5398,https://m.media-amazon.com/images/I/41CvdJJ0BUL.jpg,641642,voltage,Our Lights C Other Lights + 6.6Ft./20 LED 3.3Ft./10 LED Brighter Bulbs Dimmer Bulbs Easy to Change Battery Have to Tum a Screw,12V
5414,https://m.media-amazon.com/images/I/41D+tdiyT4L.jpg,752266,voltage,"6.5CM Product material: iron+ aluminum+ acrylic Lamp body color:black+gold light source:LED 10W 43CM Craft:Grinding,Polishing,Iron Art Applicable area:3-8m Applicable space: living room, bedroom, aisle, etc. 24.5CM Size:31.5*12cm","The voltage rating of the object is not provided in the given information. To determine this, one would typically look for a label or specifications that indicate the electrical parameters of the product. Since such details are not visible in the image, it's not possible to accurately report the voltage rating based on the current data available."
5429,https://m.media-amazon.com/images/I/41D0ZUihkGL.jpg,641642,voltage,"5 DIMENSION YEAR WARRANTY 196.85"" 3.94 1.97"" 0.39 0.66"" 0.102"" 0.18"" 0.102"" Suitable for Damp Location IP20 Rated) 0.393"" Reduces energy consumption up to 50% No UV emission. IP20",277V
5448,https://m.media-amazon.com/images/I/41D8LypYA0L.jpg,501250,voltage,"W High Heat 1500Watts W 750 Low Heat 750Watts Lasko 3-Year 72 Limited O Warranty 24.10"" Fully Assembled 7.35Ibs 6ft cord with 2-Prong Plug 9.2"" 9.2""",120V
5453,https://m.media-amazon.com/images/I/41D9g49r1cL.jpg,276700,voltage,BRUSHLESS PALL 0X532 CAT CAT 000 24T VARIABLE SPEED,18V
5460,https://m.media-amazon.com/images/I/41D9vpDBsXL.jpg,900671,voltage,"Delicious without waiting 360  circulating hot air takes away the water on the surface of the ingredients, quickly heats and embrittles the ingredients in an all round way, and you can enjoy the delicious and crisp food in an instant 200 C high temperature 1300W high power 360  uniform heating",220-240V~ 50/60Hz
5463,https://m.media-amazon.com/images/I/41DAV9R-juL.jpg,211213,voltage,16HR SSM- RoHS FREE ELEMECH .5/3R.P.M 60 156 MADE 2 P,240V~
5464,https://m.media-amazon.com/images/I/41DAeMbcZCL.jpg,957050,voltage,"In the box HP 14 Laptop  45 W Smart AC power adapter Setup poster 14""(D) 12.76 (W) 8.89 (D) 1 Headphone/microphone combo 0.78H2 SuperSpeed USB Type-A 12234 3HDMI1.4 4RJ-45 5 AC Smart pin 6SuperSpeed USB Type-C",100-240 V
5469,https://m.media-amazon.com/images/I/41DCRKs4JTL.jpg,709627,voltage,"Safe using Short Circuit Voitage Current Discharge Battery PTC Protection Protection Protection Protection Protection Newmowa BAT-BPUSO-N Replaces BP-50 OCE RechargeableL-lios CAUTonDo notexpose tohigh temperature, disessemble.orshort circuit. Made in Chine",14.8V
5474,https://m.media-amazon.com/images/I/41DE7LW0QYL.jpg,416664,voltage,Linen *** lampshade Standard E26 ScrewBase Screw reinforcement,100-240V~
5485,https://m.media-amazon.com/images/I/41DGkbK71aL.jpg,997176,voltage,"500ml Capacity 300w power,water boiling just need 3-5 minutes",220V~
5490,https://m.media-amazon.com/images/I/41DHcV2jsaL.jpg,860821,voltage,Per42 MaTe IC,120V/60Hz
5498,https://m.media-amazon.com/images/I/41DKLz42VFL.jpg,276700,voltage,240,120V
5518,https://m.media-amazon.com/images/I/41DOUVBqvKL.jpg,635528,voltage,SUPER-FASTRECHARGE Type-C 20WPD Charger3.0 hrs 100% Micro standard 2A Charger 7hrs 3A 100% +) zicBee Note:Type-C charger is not included,100%
5528,https://m.media-amazon.com/images/I/41DQwz9Kk3L.jpg,997176,voltage,630 1.2 STAINLESS GLASS STEE ON Avvolgicavo Cable Reel beper,240 V
5539,https://m.media-amazon.com/images/I/41DTLSJXjOL.jpg,957050,voltage,aee 11.6HD IPS Touchscreen 4GBDDR4 32GB eMMC,12V
5540,https://m.media-amazon.com/images/I/41DTX4o33zL.jpg,635528,voltage,10.000 mAh zicBee Li-Polymer battery 22.5WUSB-A 15W Wireless 20W USB-C 2.0 2.5 1.5 times times times for Samsung S22 Ultra for iPhone 13 Pro Max for iPad Mini 6,10.000 mAh
5544,https://m.media-amazon.com/images/I/41DTruwvxWL.jpg,501250,voltage,3HEAT SETTINGS 45 500W 1000W 1500W 45 DEGREE ADJUSTABLE HEATING ANGLE The head can tilt and twist to direct the. infrared beams to heat where needed.,120V
5554,https://m.media-amazon.com/images/I/41DVG5OZNHL.jpg,416664,voltage,CUSTOM NAME,12V
5561,https://m.media-amazon.com/images/I/41DY1YQ9mhL.jpg,507467,voltage,90000 Lumen Super Bright,12V
5568,https://m.media-amazon.com/images/I/41DYfchn+tL.jpg,641642,voltage,11.8in 11.8in Total Wire Length:5.9ft 31.5in 2.6inch Linch 0.8T E12 Snap-in Spring socket,120V
5590,https://m.media-amazon.com/images/I/41DeCmJ8sQS.jpg,276700,voltage,,12V
5601,https://m.media-amazon.com/images/I/41Df3S1IphL.jpg,641642,voltage,,12V
5604,https://m.media-amazon.com/images/I/41DffKRIgCL.jpg,276700,voltage,WANCHSA,110V
5613,https://m.media-amazon.com/images/I/41DgK1gr30L.jpg,635528,voltage,"Huge Capacity 60000mAh with Compact Size iPhone8 MacBook Nintendo iPad Mini 12"" Switch 20charges 3charges 10charges 7charges Volessence",5V
5623,https://m.media-amazon.com/images/I/41DhnmQEa9S.jpg,635528,voltage,10000mAh Power forDays Phone12 Phone 11 Samsung 520 iPad 2.3 2.1 1.7 1.2 Charges Charges Charges Charges The data comes from the kusa b here are da rros w e dffrnt vronments.,5V 2A
5665,https://m.media-amazon.com/images/I/41Dpe6lg6BL.jpg,187993,voltage,Max Power 120W High Speed 17000RPM 6 blades Premium304 Stainless Steel,120V
5666,https://m.media-amazon.com/images/I/41DptsSJJAL.jpg,187993,voltage,1450W&25000RPM Blend Fast & well Break the cell of ingredients to release the nutrition 1OO% completely VS,1450W
5687,https://m.media-amazon.com/images/I/41DtJ-Y1GAL.jpg,746096,voltage,"65.8W What's in the box: PowerCable User Manual SolarCell Remote TM2180Epictured be 37.7H 74.5"" 40.2H 1.1D 12.5D 16.5""W Dimensions: (XHM S3HONI) TVWithoutStand65.8 x37.7 x1.1 TVWith Stand:65.8x40.2 x12.5 Stand Footprint:16.5x10.6x12.5 Stand height not shows in visual. Features and specifications subject to change.",100-240V~ 50/60Hz
5705,https://m.media-amazon.com/images/I/41DwwVIhckL.jpg,952353,voltage,MP DUEX'MAX 14.1 Portable Laptop Monitor For Anywhere Work Takes You Set Sail Blue,19V
5706,https://m.media-amazon.com/images/I/41DxTXPX62L.jpg,501250,voltage,"2nd gear mode,5th gear temperature adjustment, to meet the heating needs of the whole family Choose different gears according to specific conditions to meet different heating needs 1 file1000W 2files2000W TO O 18C 21'C 24'C 27'C 30c",220V~
5718,https://m.media-amazon.com/images/I/41DzYt9jfkL.jpg,965518,voltage,BL makita BRUSHLES akita,20V
5733,https://m.media-amazon.com/images/I/41E1qAHUd3S.jpg,883833,voltage,300ML Water Tank Fast Clooing One Refill Evaporative Ai for2Days,12V
5738,https://m.media-amazon.com/images/I/41E2203qEjL.jpg,416664,voltage,"2.95"" 4.95"" 1.14""",120V
5744,https://m.media-amazon.com/images/I/41E2OKbSI-L.jpg,211213,voltage,MADEINCHINA SP ELEMECH RoHS REG.Nr.A849 FREE 2.5/3R.P.M VDE 50/60Hz 3.0W AC21V 6549W1S011B SSM-16HR,120V
5761,https://m.media-amazon.com/images/I/41E7gx1kXmL.jpg,635528,voltage,What You Get GBox M 5000 mAh Power Bank PD18W User Manual Universal Ring for Magnetc1,10V
5813,https://m.media-amazon.com/images/I/41EJ4YJW1mL.jpg,900671,voltage,26E 0000 COSO NE1830,100-240V~
5826,https://m.media-amazon.com/images/I/41EN8Csos1L.jpg,416664,voltage,turn light off always light motion sensor light TICH-ONNIGHT LIGHTS.2 PACK MOTION SENSORLIGHTSAND3MODES(AUTO/ON/OFF Low Light High Light,120V
5840,https://m.media-amazon.com/images/I/41EQUTuD6+L.jpg,957050,voltage,"11.6""HD TOUCHSCREEN 4GB RAM 64GB DRIVE Chrome OS",100-240V~ 50/60Hz
5845,https://m.media-amazon.com/images/I/41ERDpNsenL.jpg,240413,voltage,GLOBAL 128MBSDRAMPC66CL2 168-PINDIMM MEMORY,The voltage rating of the object in the image is 1.5 volts (V).
5857,https://m.media-amazon.com/images/I/41ESuWUXWaL.jpg,416664,voltage,5.5in 11in 4.7in,100-240V~
5885,https://m.media-amazon.com/images/I/41Eaomn9XpL.jpg,709627,voltage,,12V
5891,https://m.media-amazon.com/images/I/41Ed4aTOE8L.jpg,187993,voltage,Stainless stee design 300W low power Safe noise free,220V~
5899,https://m.media-amazon.com/images/I/41EgFmOMP2L.jpg,983323,voltage,LL' 2 1.5*,The voltage rating of the object in the image is 12V DC.
5901,https://m.media-amazon.com/images/I/41EgO0JKUiL.jpg,140266,voltage,14.5cm/5.7in Size:14.5*1.5cm/5.7*0.59inD*H Weight:150g/5.29oz,"The voltage rating of the object in the image is not directly visible or indicated within the provided information. Typically, such specifications would be found on a label or in the product's documentation, which are not included in this description. To accurately determine the voltage rating, one would need to refer to the manufacturer's specifications or packaging details that are often not included in generic descriptions like the one provided here."
5903,https://m.media-amazon.com/images/I/41Ehyq-17ML.jpg,957050,voltage,"5.6 D 14.13W) 8.98D) 0.72""(H)",19V
5926,https://m.media-amazon.com/images/I/41Em1IB8-kL.jpg,240413,voltage,DRDATARAM 0843978 .-242,"The voltage rating of the object, which is a RAM module, is typically 1.8V or 2.0V as indicated by ""CL17"" and ""240MHz CL17 288PIN DIMM"". This signifies that the memory operates at these specific voltages to ensure optimal performance and compatibility with computer systems."
5927,https://m.media-amazon.com/images/I/41EmlmTaxLL.jpg,965518,voltage,Industrial Grade Power: 1800W Speed: 1900r/min Weight: 6.0kg Max Dia: 190mm,230V~
5933,https://m.media-amazon.com/images/I/41EoZVjx4SL.jpg,952353,voltage,1.54inch LCDModule ..,5V
5940,https://m.media-amazon.com/images/I/41Ep4SRl7wL.jpg,635528,voltage,Ideal for All Your Devices PD20W PD18W Fast Charge Mode Fast Charge Mode iPhone 13 iPhone 12 QC 18W And More.. Fast Charge Mode Eunswes Google 5V3A And More. High-speed Mode Headset Tablets Airpods Watch,5V 3A
5956,https://m.media-amazon.com/images/I/41EuBwNTAfL.jpg,746096,voltage,"In the Box 57.1"" URA 65 INCH 32.4"" Shade Series"" Outdoor Display + 80wSoundbar SEURA Product Power Cablel IR Remote Control Resource Information",120V
5966,https://m.media-amazon.com/images/I/41EwXX5NtVL.jpg,997176,voltage,RAPID BOILING AND LESS WAITING 22 0.8L 1200W STRIX Control,240 V
5984,https://m.media-amazon.com/images/I/41EzdxeG8FL.jpg,860821,voltage,"ENERGYGOIDE Estimated Airflow Yearly Energy Cost 3,989 $12 Cubic Feet Per Minute The highr the aiow.the $3 1 $34 AifowEncy91bic more air the fan wil move Cost Range of Similar Models 19-84 Foot Per Minuto Par Watt Based on 12 cents per Kwh and 6.4 hours use per day Your cost depends on rates and use EnergyUse:44 Watts All est mstes based on typical use, exdudinglighls flc.gow/energy",240 Volts
6014,https://m.media-amazon.com/images/I/41F3BlbscUL.jpg,348551,voltage,5 Feet INLET: OUTLET: QCC1 Male 1b Cylinder Thread,150 psi
6039,https://m.media-amazon.com/images/I/41F9SpaTYeS.jpg,709627,voltage,"Casil CA1290 12V,9Ah Lead Acid Replacement Battery 3.94"" VALVEREGULATED CA129012V9.0AH 2.56"" 5.94""",12V
6050,https://m.media-amazon.com/images/I/41FCg5RV02L.jpg,416664,voltage,THE LOVE TRIP BROOKLYN'S WELCOME FINEST KINFOLK,100-240V~ 50/60Hz
6053,https://m.media-amazon.com/images/I/41FE0dCTMYL.jpg,648011,voltage,3W Smart WiFi G9 LED Liqht Bulb Adjustable Heating And Cooling Brightness Dimmable Intelligent Schedules Control andTimer Voice Control 2.4GHzWi-Fi,120V
6064,https://m.media-amazon.com/images/I/41FGIBUmM2L.jpg,416664,voltage,"Easy to DIY LYROE O >8>0 > Long press, change to Press to RGB color changing mode adjust brightness 900 > Press once Press once to activate or  to choose color disactive the 1 hour auto-off function",100-240V~
6097,https://m.media-amazon.com/images/I/41FNpBik2AL.jpg,140266,voltage,"35mm PRODUCTSIZE 1.38in Only 90g In Weight, Light And Portable, Can Be Carried With You To Assist You In Better Work 190mm (7.48in)",12V
6111,https://m.media-amazon.com/images/I/41FReuM4PEL.jpg,635528,voltage,10000mAh Capacity twice than other magnetic power bank 1.9times =2.1tmos iPhone 3Pro iPhone 3 iPhone 12Pro,5V 2A
6113,https://m.media-amazon.com/images/I/41FRfoujBEL.jpg,997176,voltage,Boiling quickly in 3 minutes 1800w high power Time for a song can boil 1L water in about three minutes add water Blu-ray boiling water Boiling reminder Drink more assured After pressing the switch After boiling Power on Show blue light Switch off automatically Blue light goes out,220-240V~ 50/60Hz
6127,https://m.media-amazon.com/images/I/41FV0GNiY7L.jpg,641642,voltage,"3/4 10 Feet 1 watt Flicker Flame 2-1/4"" 5/8 inch 1/2 inch E17BASE E12BASE E12 Candelabra Socket Base LISTED",120V
6131,https://m.media-amazon.com/images/I/41FVMUZP6WL.jpg,883833,voltage,"THIS FRIGIDAIRE 15,OOOBTUCONNECTEDROOM AIR CONDITIONERIS perfect FORAMULTI-USEROOM 15K BTU FHWW153WBE 15,OOO BTU Connected MULTI-USEROOM Best for room sizes 22'x25'to25'x34' 550-850sq.ft.",115V
6155,https://m.media-amazon.com/images/I/41FZDXZmu2L.jpg,860821,voltage,Hinter SMALLROOM 44 50416 INCHES Fan Design May Vary Low Profile: Standard: Angled: 2in downrod included 3in downrod included 36in downrod not included A:18.95 A:19.95 A:52.95 B:10.73 B:11.73 B:44.73 Fan Dimensions,120V
6158,https://m.media-amazon.com/images/I/41FZcdLX0TL.jpg,997176,voltage,70OMLCAPACITY 12cm(4.7inch) Power:600W HYTRIC Foldable Body 18cm (7inch) LCD Display 17cm(6.7inch) 14cm 5.5inch) 8cm 3.1inch HYTRIC,240V
6187,https://m.media-amazon.com/images/I/41FhCQ1BX-L.jpg,635528,voltage,"Visible Charging State Show power,voltage,current 3click once 2click twice  click three times Remaining battery Charging Voltage Charging Current",10.8V
6199,https://m.media-amazon.com/images/I/41FkUvP8YRL.jpg,860821,voltage,,115 Volts
6253,https://m.media-amazon.com/images/I/41FvKbvWKJL.jpg,635528,voltage,PORTABLE CHARGING The Blucoil Power Bank provides 5000maH (18.5Wh) capacity It can charge an IPhone 1.5 times faster than a normal charger.,5V
6259,https://m.media-amazon.com/images/I/41Fxrvw0+XL.jpg,860821,voltage,"CONNECT WIRING 1.Follow all local electrical and safety codes,ANSl/NFPA70. 2. NEVER place a switch where it can be reached from a tub or shower. 3. Connect wires as shown in wiring diagrams. JUNCTION BOX WITCHBOX BLACK POWERSWIICH BLUE WHITE MOOESWITCH N WHITE GHSWITCH >N GREEN GRD RLDE WHITE GROUND MITCHEO Gare qUp QU LIGHT WITOHSWITCHSWITCH MODE POWER PLATE",120V
6266,https://m.media-amazon.com/images/I/41G+7FCGP8S.jpg,746096,voltage,"WHAT'S IN THE BOX: 55TV with Stand 48.5 User Manual Power Cable LG Magic Remote 28.2 54.6"" 30.7' .8 43.5 10.1 DIMENSIONS (INCHES WHD): Without stand:48.5x28.2 x 1.8 With stand:48.5 x 30.7 x 10.1 Stand footprint43.5x2.5x8.3",230V~
6276,https://m.media-amazon.com/images/I/41G-50OCvFL.jpg,860821,voltage,"CRAETMADE AUGUSTA-60 CEILINGFAN MOUNTING TYPE Dual Mount (Flat or angled ceiling) CONTROL DC Remote & Wall Controls (Included BLADES 4 Blades Included LIGHT KIT Integrated Light Kit (4-4W LED Candelabra) DIMMABLE Yes (3000K,300 Lumens,80CRI) AIRFLOW 4347 CFM-Average MOTOR SIZE 125  30 mm, DC Motor",120V
6301,https://m.media-amazon.com/images/I/41G5LMDo58L.jpg,169111,voltage,"Product Specifications: 11in Function:sweeping,mopping,vacuuming Charging Method:USB Decibels:55 dB Life Time:90 minutes Battery Capacity:1200mAh Charging Time:3 hours Weight:1.28lb",1200mAH
6304,https://m.media-amazon.com/images/I/41G5mj9oTkL.jpg,860821,voltage,Java LED 54' Kocoa Finish Kocoa Blades F753L-KA Contemporary Design housing All Weather Blades 17W Intergrated LED Hand Held Remote (Included) RCS213 INDOOR/OUTDOOR minkaAire. WETRATED,120V
6313,https://m.media-amazon.com/images/I/41G7g0tN25L.jpg,900671,voltage,Product nameair fryer Product model: touch screen Product power W)1300W Product voltage (V)110 Cup body material:non-stick pan Inner box:422*422*345 mm Carton:432*432*370 mm Product frequency Hz):50 Product Net Weight/Gross Weight 7.2/9KG,110 V
6357,https://m.media-amazon.com/images/I/41GGET-osmL.jpg,957050,voltage,"17.3D 10.15""H 15.78""W 10.15D 0.81""H 5.08","The voltage rating of the object in the image is not directly provided in the information given. However, based on standard specifications for laptops, this could range from 100-240 volts AC at a frequency of 50-60 Hz. For an exact value, one would typically need to refer to the product's specification sheet or user manual."
6380,https://m.media-amazon.com/images/I/41GKH52dObS.jpg,709627,voltage,MULTIPLEPROTECTION BUILTIN OVERCHARGE ANDOVERDISCHARGEDSMART SECURITYCHIP 3300mAh,1.2V
6387,https://m.media-amazon.com/images/I/41GM+NCrx1L.jpg,271537,voltage,"TIMER 12VBRUSHLESS ADAPTER DC PUMP COOL! TIMEABLE CIRCULATORYSYSTEM The default setting of the timer allows the pump to work for 5 minutes every 30 minutes to achieve NFT.Not only make the pump more durable and save nutrient solution, but also make the vegetables grow better!",12V
6405,https://m.media-amazon.com/images/I/41GQkwghF-L.jpg,635528,voltage,Power for Whole Week Alleviate Your Anxiety of Dead Battery 30000 2 PaAr 5 fu P20 Chargee mAh 6 7 Prone12 chage,5V
6427,https://m.media-amazon.com/images/I/41GWwmN6wRS.jpg,271537,voltage,DC<ubmersible pump Model2Q8-24 Re Made in china,24 V
6429,https://m.media-amazon.com/images/I/41GY5qDlTOL.jpg,240413,voltage,GLOBAL MEMORY,3.3V
6449,https://m.media-amazon.com/images/I/41GbmHWyvlL.jpg,306956,voltage,"24 inch Gas type Intake-tube Nozzle Per BTU Burners pressure Burner name NO B.T.U/.h QTY Total BTU (in.W.C) (pcs) B.T.U/.h Hot plates NG45 25000 U-SHAPE NG42 27,000 0 NG 5 Gridde I-SHAPE NG45 21,000 1 72000 Oven NG39 24,000 23,000 1 Hot plates U-SHAPE LP54 LPS2 0 LP 10 Gridde 27,000 I-SHAPE LP54 21,000 72000 Oven LP52 24,000 Exterior Oven Net Model FCO-24G Size(inch) 24*31*563/8 size(inch) 24*2614 wweet 362 LBS",208 V
6479,https://m.media-amazon.com/images/I/41Ggz5ArfQL.jpg,276700,voltage,RIDGID RIDGID 61/2 8,15 Amps
6488,https://m.media-amazon.com/images/I/41GjjEYwp0L.jpg,187993,voltage,2 Different Cup Lids 16 oz Ninja Blender Cups Compatible for BL660 1100 watt BL663 1100 watt)BL740BL770BL771BL7721500 watt BL7801200 watt)BL810BL820BL830etc,110 volt
6489,https://m.media-amazon.com/images/I/41GjmNHyl7L.jpg,965518,voltage,makita,18V
6507,https://m.media-amazon.com/images/I/41GnnLDEG8L.jpg,635528,voltage,Recharge Faster USB-C and Micro USB input for options Input 2A 2X Faster,100-240V~ 50/60Hz
6511,https://m.media-amazon.com/images/I/41Gp+N3btNL.jpg,416664,voltage,Pinchable Silicone material,24V
6518,https://m.media-amazon.com/images/I/41GpuwneXpL.jpg,965518,voltage,Hose Carbon Brush Holder 1200WMotor Crank Handles Gear Box Lifting Handle Spindle Electromagnet Switch Motor Switch Magnetizing Base,230V
6525,https://m.media-amazon.com/images/I/41GrL4hsc3S.jpg,957050,voltage,"23.8""FHD (intel) PENTIUM 16GB RAM COL0 512GB SSD Office365",100-240V
6561,https://m.media-amazon.com/images/I/41GzwZ3YWcL.jpg,957050,voltage,"HP 17 LAPTOP More screen, less footprint RYZEN AMD Radeon AMD Ryzen Graphics 35300U Get things done with a peace of mind, the HP 17 Laptop PC is designed with ocean-bound. plastic. See more on the 17-inch diagonal high resolution screen with a narrow bezel, and get comfy while you type with a new lift-hinge that elevates the keyboard..",17 V
6567,https://m.media-amazon.com/images/I/41H04lBEYCL.jpg,957050,voltage,"Full HD IPS 13.3"" 8GB DDR4 512GB sSD CORe i3 Full HD 1080p",19V
6576,https://m.media-amazon.com/images/I/41H3HsMD5QS.jpg,276700,voltage,CERFTSMAK - 4.375 IN. CRAFTSMAN. 24T2 CARBON STEEL FLEXBLE 12 IN. MAKE CUTS UP TO4.375N.DEEP WITH I2 IN.FIXED BLADE,120V
6580,https://m.media-amazon.com/images/I/41H4mKvQ-yL.jpg,240413,voltage,,1.2V
6584,https://m.media-amazon.com/images/I/41H5EzbMgVL.jpg,641642,voltage,C9 SET DIMENSIONS 306 INCH 6 INCH 6INCH 6 INCH HANGING CLIP For Bushes/Trees 2.6 ,120 V
6622,https://m.media-amazon.com/images/I/41HEycnDa+L.jpg,965518,voltage,1.3.5.7.9 DEWALT 200 DEWALT FLEXVOLT. AH 200.600,20V MAX
6631,https://m.media-amazon.com/images/I/41HGepmLUlS.jpg,997176,voltage,304 304 stainless steel Boil quickly easy to carry 1.2L capacity,24V
6644,https://m.media-amazon.com/images/I/41HICnpmvHL.jpg,860821,voltage,"The Higher the CFM, the greater the air movement CFM Cubicirone Less Air 50 60 80 90 100110 -130 More Air","The voltage rating of the object in the image is not directly indicated. However, based on common practices for electrical appliances, a typical ceiling fan like the one depicted could have a voltage rating ranging from 120V to 240V AC, which are standard voltages used in residential settings. Without specific labeling or additional information about the model and make of the fan, it's not possible to provide an exact voltage rating from this image alone."
6652,https://m.media-amazon.com/images/I/41HKpuALZcL.jpg,900671,voltage,360 1000w 2.4 360 degree hot air circulation 1000W firepower 2.2L capacity Fast heating by upper and lower fans Simple operation Stretch liner,240V~
6665,https://m.media-amazon.com/images/I/41HMLvvcrHL.jpg,883833,voltage,"COOLS UP TO 7OO SQ FT 14,500 BTU 62at the coolest setting",115 V
6676,https://m.media-amazon.com/images/I/41HQJ4+DP0L.jpg,507467,voltage,SUPERBRIGHTZOOMABLEFLASHLIGHT A 500 Lumen Cree T6 LEDBest LED) provide powerful ilumination 1.125in 1.125in FrontLED Cree T6 Lumens 500lm Side LED COB LED 4.25in Light Range 1000-1500 FT Oi o Battery 18650 Battery 0 Lasting Time 4-10 Hours Reflector Convex Lens Material Aluminum alloy Weight 4 oz,3.7V
6743,https://m.media-amazon.com/images/I/41Hg8Y7L2wL.jpg,709627,voltage,"Energize a variety of low-drain applications and devices. LR44H Househod devies.rems.caulatorsand fashights +  Wristwatches and fitness tracking devices. BUTTON CEL Entertainment devics toysand game contoes LR93 %06H Health appliances and digital thermometers. + Auo components tire pressure gauges and more BUTTON CEL Audioequipment microphones and rados Hg0%  loT smart devices, sensors, and portable metering devices. Keyless door lock remotes and alarms TIANQIU Hg0%) IEC TianQiu 1.5-Volt alkaline button cell applications AON 0832",1.5 Volt
6768,https://m.media-amazon.com/images/I/41HjlqmMeDL.jpg,900671,voltage,"360heated air circulation Three-dimensional baking for six,evenly tried food.crispy and crispy.no need to re 1300Wpower 200  hgh emgeraure",110-240V~
6775,https://m.media-amazon.com/images/I/41HkcvDbxuL.jpg,997176,voltage,1355W,240V
6782,https://m.media-amazon.com/images/I/41HnKCxt3hL.jpg,957050,voltage,ThinkPad E14 i5 16GB1TB,19V
6804,https://m.media-amazon.com/images/I/41Hqiw6psuL.jpg,922709,voltage,BLACK DECKER 1600W/,1600W
6821,https://m.media-amazon.com/images/I/41HvInTI6dL.jpg,900671,voltage,+ a 305h305h + D FRIGIDAIRE,120V
6825,https://m.media-amazon.com/images/I/41Hx36kZlVL.jpg,648011,voltage,40 mm CE H No Flicker No.buzzing 113 mm 360Beam Angle Eco-friendly Energy Saving Long life span Base Model:E27 LEDQuantity:130PCS LED Power:30w Beam angle:360 Color temperature:3000K-6000K,240V~
6842,https://m.media-amazon.com/images/I/41I0hevt36L.jpg,752266,voltage,3 Rings-Black Height adjustable 80cm 60cm 40cm Size:80cm+60cm+40cm Power:110w Applicable scope:15-20 m2 Places: Living room Dining room,220V
6849,https://m.media-amazon.com/images/I/41I2Nn9PZ1L.jpg,709627,voltage,,3.7V
6857,https://m.media-amazon.com/images/I/41I4kH1IaSL.jpg,952353,voltage,4inch RPi LCD (C),3.3V
6859,https://m.media-amazon.com/images/I/41I4kM1GSrL.jpg,525429,voltage,Robertshaw IMV-494S-86 K-75973-AM M8SH09OZ 9U Mexico T1,120V
6874,https://m.media-amazon.com/images/I/41IAFSUM1XL.jpg,187993,voltage,"Easily crush ice and break down whole fruits,veggies, and seeds to create nutrient extractions Display Easy-to-clean,easy-to-use and durable user interface. Motor base Powerful high-speed motor with110O-peak-watts",110 volts
6885,https://m.media-amazon.com/images/I/41ID6ogHh1L.jpg,709627,voltage,"OURDIMENSIONS Make Sure We're the Perfect Match 3.72"" NT1270 2.56"" 5.94""",12V
6899,https://m.media-amazon.com/images/I/41IFWE7Y1sS.jpg,416664,voltage,karenina CRE TOBOOK,12V
6904,https://m.media-amazon.com/images/I/41IGz9KDKfL.jpg,986984,voltage,Product arameters Product name The night lamp with time spraye Battery capacity 1200mAH Working current 450mA 225mm Rated power 1.5W Spray guantity 25-40ml/H Water tank capacity 280ml Product weight 200g Material ABS+PET+component Product size 95*95*225mm 95mm Color temperature 2800mcd Brightness adjustment1%~100%,120V~
6908,https://m.media-amazon.com/images/I/41II2x9imHL.jpg,648011,voltage,NR,230V~
